Exported SMaRT Impedance Data
Experiment start time : 05/03/2026 22:35:45

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point ('C),Temperature ('C),Control ('C),Impedance Magnitude (Ohms),Impedance Phase Degrees ('),Admittance Magnitude (S),Capacitance Magnitude (F)
1;1;1;00:00:09;1000000;0,025;0;-;-;-;5086,607;-61,14293;1,965947E-04;3,128903E-11;
2;1;2;00:00:16;630957,3;0,025;0;-;-;-;7125,557;-61,3485;1,403399E-04;3,539985E-11;
3;1;3;00:00:18;398107,2;0,025;0;-;-;-;9851,54;-61,79168;1,01507E-04;4,058038E-11;
4;1;4;00:00:20;251188,6;0,025;0;-;-;-;13590,99;-62,33141;7,357817E-05;4,661968E-11;
5;1;5;00:00:22;158489,3;0,025;0;-;-;-;18754,99;-62,8304;5,331914E-05;5,354309E-11;
6;1;6;00:00:25;100000;0,025;0;-;-;-;25954,71;-63,51713;3,852865E-05;6,132028E-11;
7;1;7;00:00:29;63095,73;0,025;0;-;-;-;36015,1;-64,01704;2,776613E-05;7,00383E-11;
8;1;8;00:00:31;39810,72;0,025;0;-;-;-;50063,88;-64,50535;1,997448E-05;7,985382E-11;
9;1;9;00:00:33;25118,86;0,025;0;-;-;-;69806,37;-64,96619;1,432534E-05;9,076643E-11;
10;1;10;00:00:35;15848,93;0,025;0;-;-;-;97571,58;-65,35549;1,024889E-05;1,029193E-10;
11;1;11;00:00:37;10000;0,025;0;-;-;-;136977;-65,70291;7,300495E-06;1,16191E-10;
12;1;12;00:00:39;6309,573;0,025;0;-;-;-;192379;-65,89564;5,198072E-06;1,311181E-10;
13;1;13;00:00:41;3981,072;0,025;0;-;-;-;270712,7;-65,91998;3,693953E-06;1,476766E-10;
14;1;14;00:00:43;2511,886;0,025;0;-;-;-;381104,7;-65,67651;2,623951E-06;1,662555E-10;
15;1;15;00:00:45;1584,893;0,025;0;-;-;-;535821,6;-65,14059;1,866293E-06;1,874132E-10;
16;1;16;00:00:48;1000;0,025;0;-;-;-;755765,2;-64,48247;1,323162E-06;2,105879E-10;
17;1;17;00:00:50;630,9573;0,025;0;-;-;-;1053480;-63,31807;9,492351E-07;2,394385E-10;
18;1;18;00:00:52;398,1072;0,025;0;-;-;-;1453598;-61,74624;6,87948E-07;2,750273E-10;
19;1;19;00:00:56;251,1886;0,025;0;-;-;-;1997567;-59,88493;5,006091E-07;3,171897E-10;
20;1;20;00:00:58;158,4893;0,025;0;-;-;-;2768985;-58,23566;3,611432E-07;3,6266E-10;
21;1;21;00:01:00;100;0,025;0;-;-;-;3687732;-55,02638;2,711694E-07;4,315795E-10;
22;1;22;00:01:02;63,09574;0,025;0;-;-;-;5028658;-44,45432;1,988602E-07;5,016122E-10;
23;1;23;00:01:04;39,81071;0,025;0;-;-;-;6559664;-44,75593;1,524468E-07;6,094509E-10;
24;1;24;00:01:06;25,11886;0,025;0;-;-;-;8111281;-43,16052;1,232851E-07;7,811435E-10;
25;1;25;00:01:08;15,84893;0,025;0;-;-;-;1,02679E+07;-38,18229;9,739092E-08;9,779998E-10;
26;1;26;00:01:10;10;0,025;0;-;-;-;1,208102E+07;-32,82794;8,277445E-08;1,317396E-09;
27;1;27;00:01:12;6,309574;0,025;0;-;-;-;1,433997E+07;-24,28343;6,973515E-08;1,759025E-09;
28;1;28;00:01:14;3,981072;0,025;0;-;-;-;1,610463E+07;-20,56603;6,209395E-08;2,482387E-09;
29;1;29;00:01:17;2,511887;0,025;0;-;-;-;1,781373E+07;-15,48622;5,613646E-08;3,556847E-09;
30;1;30;00:01:19;1,584893;0,025;0;-;-;-;1,961156E+07;-17,67544;5,099033E-08;5,120449E-09;
31;1;31;00:01:21;1;0,025;0;-;-;-;2,030214E+07;-14,68005;4,925589E-08;7,839319E-09;
32;2;1;00:01:29;1000000;0,025;0;-;-;-;5074,331;-61,14562;1,970703E-04;3,136472E-11;
33;2;2;00:01:35;630957,3;0,025;0;-;-;-;7112,231;-61,35566;1,406029E-04;3,546618E-11;
34;2;3;00:01:37;398107,2;0,025;0;-;-;-;9829,584;-61,78958;1,017337E-04;4,067102E-11;
35;2;4;00:01:39;251188,6;0,025;0;-;-;-;13565,07;-62,34303;7,371872E-05;4,670874E-11;
36;2;5;00:01:41;158489,3;0,025;0;-;-;-;18717,94;-62,82582;5,342468E-05;5,364907E-11;
37;2;6;00:01:43;100000;0,025;0;-;-;-;25905,71;-63,52064;3,860152E-05;6,143625E-11;
38;2;7;00:01:48;63095,73;0,025;0;-;-;-;35954,63;-64,02569;2,781283E-05;7,015611E-11;
