Exported SMaRT Impedance Data
Experiment start time : 19/09/2025 10:29:06

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point ('C),Temperature ('C),Control ('C),Impedance Magnitude (Ohms),Impedance Phase Degrees ('),Admittance Magnitude (S),Capacitance Magnitude (F)
1;1;1;00:00:08;1000000;0,025;0;-;-;-;15071,6;-79,31254;6,634997E-05;1,055993E-11;
2;1;2;00:00:15;630957,3;0,025;0;-;-;-;24829,68;-77,07922;4,027438E-05;1,015896E-11;
3;1;3;00:00:17;398107,2;0,025;0;-;-;-;37682,1;-74,09817;2,65378E-05;1,060926E-11;
4;1;4;00:00:19;251188,6;0,025;0;-;-;-;54544,56;-72,24192;1,833363E-05;1,161633E-11;
5;1;5;00:00:21;158489,3;0,025;0;-;-;-;77440,84;-71,88782;1,291308E-05;1,296732E-11;
6;1;6;00:00:23;100000;0,025;0;-;-;-;111513,8;-73,27784;8,967499E-06;1,427222E-11;
7;1;7;00:00:27;63095,73;0,025;0;-;-;-;163821,3;-74,51678;6,104213E-06;1,539749E-11;
8;1;8;00:00:29;39810,72;0,025;0;-;-;-;244226;-75,06163;4,094569E-06;1,636923E-11;
9;1;9;00:00:31;25118,86;0,025;0;-;-;-;366192,4;-74,47235;2,730805E-06;1,730258E-11;
10;1;10;00:00:33;15848,93;0,025;0;-;-;-;547978,1;-72,5704;1,82489E-06;1,832555E-11;
11;1;11;00:00:36;10000;0,025;0;-;-;-;812265,1;-69,21136;1,231125E-06;1,959397E-11;
12;1;12;00:00:38;6309,573;0,025;0;-;-;-;1181251;-64,30079;8,465604E-07;2,135395E-11;
13;1;13;00:00:40;3981,072;0,025;0;-;-;-;1652973;-57,67875;6,049707E-07;2,418547E-11;
14;1;14;00:00:42;2511,886;0,025;0;-;-;-;2232180;-49,65043;4,479925E-07;2,838514E-11;
15;1;15;00:00:44;1584,893;0,025;0;-;-;-;2834579;-41,1218;3,527861E-07;3,542679E-11;
16;1;16;00:00:47;1000;0,025;0;-;-;-;3291732;-34,42487;3,037915E-07;4,834992E-11;
17;1;17;00:00:49;630,9573;0,025;0;-;-;-;3729488;-27,04451;2,681333E-07;6,763493E-11;
18;1;18;00:00:51;398,1072;0,025;0;-;-;-;4229254;-18,59452;2,364483E-07;9,452711E-11;
19;1;19;00:00:55;251,1886;0,025;0;-;-;-;4380939;-18,36003;2,282616E-07;1,446283E-10;
20;1;20;00:00:57;158,4893;0,025;0;-;-;-;5080209;-16,27722;1,968423E-07;1,976691E-10;
21;1;21;00:00:59;100;0,025;0;-;-;-;4907400;-11,6264;2,037739E-07;3,243163E-10;
22;1;22;00:01:02;63,09574;0,025;0;-;-;-;5609157;-40,74512;1,782799E-07;4,496997E-10;
23;1;23;00:01:04;39,81071;0,025;0;-;-;-;6292288;-9,65411;1,589247E-07;6,353481E-10;
24;1;24;00:01:06;25,11886;0,025;0;-;-;-;5925269;-11,26419;1,687687E-07;1,069331E-09;
25;1;25;00:01:08;15,84893;0,025;0;-;-;-;6474763;-12,84431;1,544458E-07;1,550945E-09;
26;1;26;00:01:10;10;0,025;0;-;-;-;6632008;-13,18003;1,507839E-07;2,399801E-09;
27;1;27;00:01:12;6,309574;0,025;0;-;-;-;6818339;-20,49897;1,466633E-07;3,699488E-09;
28;1;28;00:01:15;3,981072;0,025;0;-;-;-;7772971;-7,785014;1,286509E-07;5,143197E-09;
29;1;29;00:01:17;2,511887;0,025;0;-;-;-;7919742;-21,65303;1,262667E-07;8,000351E-09;
30;1;30;00:01:19;1,584893;0,025;0;-;-;-;8796063;-14,02878;1,136872E-07;1,141647E-08;
31;1;31;00:01:21;1;0,025;0;-;-;-;9454133;-13,80398;1,057739E-07;1,683443E-08;
32;2;1;00:01:30;1000000;0,025;0;-;-;-;15058,53;-79,18033;6,640753E-05;1,056909E-11;
33;2;2;00:01:36;630957,3;0,025;0;-;-;-;24823,57;-77,03682;4,028429E-05;1,016146E-11;
34;2;3;00:01:38;398107,2;0,025;0;-;-;-;37699,28;-74,09089;2,652571E-05;1,060443E-11;
35;2;4;00:01:40;251188,6;0,025;0;-;-;-;54504,61;-72,23302;1,834707E-05;1,162484E-11;
